dist_road,dist_market,dist_border,dist_popcenter,dist_admhq,age,sex,denomination,total_cons_ann,nom_totcons_aeq,walls_material,roof_material,floor_material
8.7,39.3,126.7,22.2,0.1,65+,Female,rural,6604.0,8924.32421875,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Male,rural,6604.0,8924.32421875,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,97258.0859375,40864.73828125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Female,rural,97258.0859375,40864.73828125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,97258.0859375,40864.73828125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Male,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Female,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,122762.1484375,24071.009765625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,51-65,Female,rural,52568.0,22464.958984375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Female,rural,52568.0,22464.958984375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,52568.0,22464.958984375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,52568.0,22464.958984375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Male,rural,139820.625,35668.52734375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Female,rural,139820.625,35668.52734375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,139820.625,35668.52734375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,139820.625,35668.52734375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,139820.625,35668.52734375,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,65+,Male,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Female,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Female,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,153874.515625,33744.41015625,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Male,rural,118501.1875,24332.892578125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Female,rural,118501.1875,24332.892578125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,118501.1875,24332.892578125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,118501.1875,24332.892578125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,118501.1875,24332.892578125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,118501.1875,24332.892578125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,51-65,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Male,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,18-30,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Male,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,0-17,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
8.7,39.3,126.7,22.2,0.1,31-50,Female,rural,104876.6171875,13343.08203125,Wood and mud,Corrugated iron sheet,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Male,rural,80035.6015625,27503.642578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Female,rural,80035.6015625,27503.642578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,80035.6015625,27503.642578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,80035.6015625,27503.642578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,51-65,Male,rural,120686.0,33711.17578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Female,rural,120686.0,33711.17578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Male,rural,120686.0,33711.17578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Female,rural,120686.0,33711.17578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,120686.0,33711.17578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Female,rural,120686.0,33711.17578125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Male,rural,94294.203125,31856.1484375,Wood and mud,Corrugated iron sheet,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Female,rural,94294.203125,31856.1484375,Wood and mud,Corrugated iron sheet,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,94294.203125,31856.1484375,Wood and mud,Corrugated iron sheet,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,94294.203125,31856.1484375,Wood and mud,Corrugated iron sheet,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Male,rural,59052.0,20085.71484375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Female,rural,59052.0,20085.71484375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Female,rural,59052.0,20085.71484375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,59052.0,20085.71484375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Male,rural,59052.0,20085.71484375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Male,rural,59052.0,20085.71484375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Male,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Female,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Male,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,47609.0,8882.2763671875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,51-65,Female,rural,24280.400390625,14805.1220703125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Female,rural,24280.400390625,14805.1220703125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Male,rural,24280.400390625,14805.1220703125,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Female,rural,36900.0,10664.740234375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,36900.0,10664.740234375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,36900.0,10664.740234375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,36900.0,10664.740234375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,36900.0,10664.740234375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Male,rural,46770.0,21957.74609375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Female,rural,46770.0,21957.74609375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,46770.0,21957.74609375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Male,rural,107317.7265625,31379.451171875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,18-30,Female,rural,107317.7265625,31379.451171875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,107317.7265625,31379.451171875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Male,rural,107317.7265625,31379.451171875,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Male,rural,39714.0,15635.43359375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,31-50,Female,rural,39714.0,15635.43359375,Wood and mud,Thatch,Mud
61.3,170.9,62.8,128.9,0.2,0-17,Female,rural,39714.0,15635.43359375,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Male,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Female,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Male,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,83928.0,13941.5283203125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Male,rural,86950.0,26671.779296875,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,86950.0,26671.779296875,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,86950.0,26671.779296875,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,86950.0,26671.779296875,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,86950.0,26671.779296875,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,86950.0,26671.779296875,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,35748.921875,18716.712890625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,35748.921875,18716.712890625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,35748.921875,18716.712890625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,32624.0,40780.0,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Male,rural,100802.0,22301.328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,100802.0,22301.328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,100802.0,22301.328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,100802.0,22301.328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,100802.0,22301.328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Male,rural,72044.0,19366.66796875,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
25.1,82.5,65.1,47.8,0.2,31-50,Female,rural,72044.0,19366.66796875,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,72044.0,19366.66796875,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,72044.0,19366.66796875,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,72044.0,19366.66796875,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
25.1,82.5,65.1,47.8,0.2,18-30,Male,rural,72044.0,19366.66796875,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,30397.0,10665.61328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,30397.0,10665.61328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Male,rural,30397.0,10665.61328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,30397.0,10665.61328125,Wood and mud,Corrugated iron sheet,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,45852.0,16202.1201171875,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,45852.0,16202.1201171875,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Male,rural,45852.0,16202.1201171875,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,45852.0,16202.1201171875,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,51-65,Male,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Female,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Male,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Male,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,63704.6171875,9340.853515625,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,31-50,Male,rural,62972.18359375,20579.14453125,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,18-30,Female,rural,62972.18359375,20579.14453125,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Female,rural,62972.18359375,20579.14453125,Wood and mud,Thatch,Mud
25.1,82.5,65.1,47.8,0.2,0-17,Male,rural,62972.18359375,20579.14453125,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,56827.0,33825.59375,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Female,urban,56827.0,33825.59375,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,56827.0,33825.59375,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Female,urban,103224.0,62183.1328125,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Male,urban,103224.0,62183.1328125,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,124060.0,34848.31640625,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Female,urban,124060.0,34848.31640625,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,124060.0,34848.31640625,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Male,urban,124060.0,34848.31640625,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,168938.0,40610.09765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Female,urban,168938.0,40610.09765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Male,urban,168938.0,40610.09765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,168938.0,40610.09765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,168938.0,40610.09765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,27440.0,19055.5546875,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Female,urban,27440.0,19055.5546875,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,27440.0,19055.5546875,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,40091.0,16566.529296875,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Female,urban,40091.0,16566.529296875,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,40091.0,16566.529296875,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Female,urban,54238.0,26718.2265625,Corrugated iron,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Male,urban,54238.0,26718.2265625,Corrugated iron,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,54238.0,26718.2265625,Corrugated iron,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,51-65,Female,urban,195324.953125,105013.421875,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Male,urban,195324.953125,105013.421875,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,103284.0,33103.84765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Female,urban,103284.0,33103.84765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,103284.0,33103.84765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,103284.0,33103.84765625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,278110.0,55957.75,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Female,urban,278110.0,55957.75,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Male,urban,278110.0,55957.75,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Female,urban,278110.0,55957.75,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Male,urban,278110.0,55957.75,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Male,urban,278110.0,55957.75,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Female,urban,34076.0,18320.431640625,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Male,urban,34076.0,18320.431640625,Wood and mud,Thatch,Mud
12.4,79.1,136.3,56.6,0.2,18-30,Female,urban,248586.0,151576.828125,Wood and mud,Corrugated iron sheet,Mud
12.4,79.1,136.3,56.6,0.2,0-17,Male,urban,248586.0,151576.828125,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,68548.0,24136.62109375,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Female,urban,68548.0,24136.62109375,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Male,urban,68548.0,24136.62109375,Wood and mud,Thatch,Mud
0.2,66.0,65.6,66.0,0.3,31-50,Male,urban,146052.0,49847.09765625,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Female,urban,146052.0,49847.09765625,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,18-30,Female,urban,146052.0,49847.09765625,Wood and mud,Corrugated iron sheet,Mud
0.2,66.0,65.6,66.0,0.3,0-17,Male,urban,146052.0,49847.09765625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,51-65,Male,rural,83672.28125,22253.265625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,31-50,Female,rural,83672.28125,22253.265625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,83672.28125,22253.265625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,83672.28125,22253.265625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,83672.28125,22253.265625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,83672.28125,22253.265625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,31-50,Male,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,31-50,Female,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,147404.125,22853.353515625,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,51-65,Female,rural,58116.3515625,19902.859375,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,18-30,Female,rural,58116.3515625,19902.859375,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,58116.3515625,19902.859375,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,58116.3515625,19902.859375,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,58116.3515625,19902.859375,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,58116.3515625,19902.859375,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,31-50,Male,rural,97818.140625,18596.60546875,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,31-50,Female,rural,97818.140625,18596.60546875,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,97818.140625,18596.60546875,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,97818.140625,18596.60546875,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,97818.140625,18596.60546875,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Male,rural,97818.140625,18596.60546875,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,0-17,Female,rural,97818.140625,18596.60546875,Wood and mud,Corrugated iron sheet,Mud
3.8,12.8,300.7,12.8,0.3,18-30,Male,rural,58265.0390625,17497.009765625,Wood and mud,Corrugated iron sheet,Mud
